StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev,Geolocation
IL,Chicago,1714000,17031671400,1714000-17031671400,"2,072",20.5,28.7,15.3,47.1,78.5,5.2,13.5,7.7,77.2,70.3,51.7,9.5,21,17.9,26.4,39.5,18.7,39.1,4.6,38.7,80.7,16.3,46.5,85.9,18.4,45.5,6.4,30.7,"(41.77379220880, -87.6762288610)"
IL,Chicago,1714000,17031671500,1714000-17031671500,"3,221",22.7,31,13.6,50.2,79,5.3,14.3,8.8,77,67.8,47.6,11.2,18.7,15.9,29,33.9,21,41.3,5.4,42.9,80.6,18.2,49.2,86.3,21.1,46.6,7.8,36.7,"(41.76817214980, -87.6696320004)"
IL,Chicago,1714000,17031671600,1714000-17031671600,"2,495",19.6,30.5,14.5,48.8,79.8,5.8,13.3,8.7,78.2,72.3,51.7,9.7,21.5,17.1,25.3,39.9,19.7,39.5,5.1,38.9,80.6,16,46.5,86.7,18.7,45.3,7.2,31.1,"(41.76949991320, -87.6615118309)"
IL,Chicago,1714000,17031671800,1714000-17031671800,"1,422",19.8,29.3,14.8,48.8,79.3,5.6,13.1,8.3,77.6,69.8,51.7,9.4,21.6,17.8,24.5,40.6,19.1,40.1,5,37.9,80.6,15.7,45.6,86.7,18.1,44.5,6.9,30.9,"(41.76140103100, -87.6564480764)"
IL,Chicago,1714000,17031671900,1714000-17031671900,"1,378",18.1,30.4,14.8,49.6,80.7,6.1,13,8.3,78.9,74.3,52.9,9.1,22.7,19.1,23.6,43.7,19,39.8,4.8,36.8,80.2,14.9,45,87.1,17.7,44.4,6.7,27.9,"(41.76132564780, -87.6612802448)"
IL,Chicago,1714000,17031672000,1714000-17031672000,"3,735",18.3,28.7,15.9,47.2,79.7,5.6,12.8,7.3,78.3,74.2,57.1,8.5,23.2,20.4,23.8,45.1,17.9,38.8,4.3,35.6,80.5,14.5,44.4,86.4,16.5,44.2,5.8,25.4,"(41.76119856050, -87.6711284531)"
IL,Chicago,1714000,17031680500,1714000-17031680500,"1,481",24.4,31.6,12.9,51.5,78.5,5.1,14.9,9.3,76.7,64.8,42.9,12.2,17.9,14.1,31,30.1,21.9,42.1,5.8,45.7,81.1,19.8,50.9,86.1,22.9,47.6,8.6,42.2,"(41.79056399150, -87.6523524387)"
IL,Chicago,1714000,17031680600,1714000-17031680600,"1,431",24.2,28.9,14.2,48.2,76.5,4.8,14.6,8.5,75.9,64.4,45.1,11,18.6,14.9,30.5,31.9,19.6,39.5,5.2,43.1,80.7,19.2,49.1,86.2,21,47.4,7.5,39.8,"(41.78328114200, -87.6521652456)"
IL,Chicago,1714000,17031680900,1714000-17031680900,"4,019",20.1,30.8,13.3,50.1,79.4,5.5,14.1,8.9,77.8,68.6,49.3,10.5,20.1,16.2,26.5,36.9,20.5,41.3,5.4,40.5,81.1,17.5,48,86.6,20,45.8,7.6,33.3,"(41.77642815050, -87.6376321678)"
IL,Chicago,1714000,17031681000,1714000-17031681000,"3,498",22.5,31.7,13.1,50.3,78.9,5.4,14.5,9.3,77.2,68.7,46.2,11.6,18.6,15,29.1,33.2,21.6,40.8,5.8,43.2,80.8,18.7,50.1,86.8,21.9,47,8.3,37.6,"(41.77603946280, -87.6495526263)"
IL,Chicago,1714000,17031681100,1714000-17031681100,"3,517",22.2,30.5,13.5,48.2,78,5.3,14.6,8.6,77,68,46.8,11,19.6,15.4,28.6,34.4,20.2,39.6,5.4,42.2,79.9,18.6,48.8,86.6,20.9,46.7,7.7,36.8,"(41.76876653410, -87.6493595595)"
IL,Chicago,1714000,17031681200,1714000-17031681200,"2,716",20,27.7,14.5,45.6,76.7,4.8,14.1,7.3,76.9,68.3,48.3,9.4,20.5,16.6,26.7,38.3,17.8,37.3,4.7,38.7,81.2,17.6,47.2,86.7,18.7,46.3,6.5,32.9,"(41.76918931180, -87.6384975807)"
IL,Chicago,1714000,17031681300,1714000-17031681300,"2,936",21.5,28.9,14,45.9,77.1,4.9,14.3,7.8,76.8,69.4,46.8,10.2,19,15.4,28,35.7,19,37.3,5.1,40.7,80.8,18.2,48.5,87.1,20,46.7,7.1,35.2,"(41.76117338900, -87.6398621517)"
IL,Chicago,1714000,17031681400,1714000-17031681400,"3,247",20.3,29.5,14.7,46.4,78.6,5.5,13.9,8.2,77.6,71.9,50.1,9.8,20.9,17.2,26.1,39.4,18.9,37.9,4.9,38.9,80.4,16.7,46.1,86.3,18.9,45.5,6.9,32.4,"(41.76153083560, -87.6491926438)"
IL,Chicago,1714000,17031690300,1714000-17031690300,"2,191",18.9,33.9,12.6,53.1,82.2,6.6,13.6,10.2,79.5,73.7,50,10.9,20.8,16.1,24.5,39.1,22.1,42.4,5.9,40.7,80.4,16.2,47.4,87,20.4,44.9,8.5,31.9,"(41.76866905360, -87.6290140191)"
IL,Chicago,1714000,17031690400,1714000-17031690400,"3,464",16.2,28.2,15.3,47.1,79.3,5.5,12.9,7.3,78.5,74.4,54.2,8.2,23.2,18.8,22.4,46.2,17.5,37.9,4.5,34,82.2,14.7,45,87.5,16.6,44.4,5.9,25.1,"(41.76925853390, -87.6202083588)"
IL,Chicago,1714000,17031690500,1714000-17031690500,877,17.6,30,14.3,48.9,80.1,5.6,13.3,7.9,78.6,72.8,51.3,9.3,21.5,17.4,23.9,42.3,19.3,39.6,4.9,37.2,81.5,15.7,46.5,86.9,18.3,44.9,6.7,28.8,"(41.76816565620, -87.6121085636)"
IL,Chicago,1714000,17031690900,1714000-17031690900,"4,520",15,27.4,15.8,47.1,79.7,5.6,12.2,6.8,78.8,75.3,56.3,7.4,24.4,20,21,49.6,16.5,37.8,4.2,32.3,82.4,13.4,43.1,87.8,15.2,43.3,5.5,22.7,"(41.76214237150, -87.6103448045)"
IL,Chicago,1714000,17031691000,1714000-17031691000,"2,492",11.3,27.8,16.1,47.3,82,6.5,11.3,6.5,81.1,82,63.3,6.2,27.8,24.3,16.1,59.9,15.8,37.7,3.9,26.9,82.7,10.8,39.7,88.5,12.9,40.6,4.8,15.3,"(41.76196542880, -87.6200151072)"
IL,Chicago,1714000,17031691100,1714000-17031691100,"3,266",18.1,28.4,14.8,46.2,78.3,5.2,13.6,7.3,77.8,72.5,50.9,8.9,21.4,17.5,24.9,42.1,17.8,37.3,4.6,36.8,81.5,16.2,46.2,87.3,17.9,45.5,6.2,29.3,"(41.76171352160, -87.6298720985)"
IL,Chicago,1714000,17031691200,1714000-17031691200,"2,847",19,28.2,14.6,45.3,77.2,5.1,13.5,7.3,77.3,70.7,49.9,9.1,20.5,16.4,25.9,38.9,18,36.6,4.8,38.2,81.4,16.8,47.6,87.4,18.3,46.2,6.5,31.3,"(41.75443890610, -87.6321805840)"
IL,Chicago,1714000,17031691300,1714000-17031691300,"2,448",13.2,29.7,15.4,48.6,82.5,6.8,11.6,7.5,80.8,80.9,60.7,7.2,26.3,21.6,18.1,55,17.3,38.7,4.3,30.5,82,11.7,41.2,87.9,14.5,41.6,5.6,18.9,"(41.75468109470, -87.6198471520)"
IL,Chicago,1714000,17031691400,1714000-17031691400,"3,611",16.4,30.8,14.4,48.1,81.1,6.3,12.7,8.2,79.5,77.7,54.1,8.8,22.8,18.7,22.3,46.1,18.9,38.5,4.8,35.8,81.2,14.3,44.5,87.2,17.3,43.8,6.6,26,"(41.75484548860, -87.6101685214)"
IL,Chicago,1714000,17031691500,1714000-17031691500,"1,930",18.8,30.1,14,47.6,79.6,5.6,13.6,8.1,78.1,73.4,50.2,9.5,21,17.1,24.8,40.9,19.3,38.7,5,38.2,81.5,16.2,46.5,86.8,18.7,45,6.9,30.2,"(41.75504301470, -87.6002985782)"
IL,Chicago,1714000,17031700100,1714000-17031700100,"3,427",16.8,20.4,20.1,35.2,73.3,4.3,10.6,4.6,73.1,72.9,55.3,5.3,29.2,23.4,18.3,55.5,11.6,33.5,3,27.4,81,12.6,38.8,87.4,12.5,40.2,3.2,15.9,"(41.75359312720, -87.6953090422)"
IL,Chicago,1714000,17031700200,1714000-17031700200,"6,609",25,19.2,21.8,28.3,68.9,4.4,9.7,5.2,66.1,69.7,52.2,5.8,29.9,23.4,18.5,52.4,10.5,34,3,30.1,76.5,13.2,34.7,85.4,13.6,36.2,2.8,17.7,"(41.75299024890, -87.7238221772)"
IL,Chicago,1714000,17031700301,1714000-17031700301,"5,728",22.4,20.8,22.1,30.1,71.1,5.2,9.3,5.7,66.7,70.3,53.5,6.1,31.4,23.8,18,55.2,10.1,36.1,3,29.2,75.4,12.6,32.7,84.8,13.3,34.9,3,17.5,"(41.74562240880, -87.7317116658)"
IL,Chicago,1714000,17031700302,1714000-17031700302,"5,319",15.6,21.9,22.7,31.8,74.7,6.3,8.9,5.7,70.2,75.9,61.4,5.4,36.8,28.6,14.8,65.1,9.4,36.6,2.8,23.7,76.5,10.5,29.8,85.7,11.2,32.9,2.8,11.9,"(41.73836512090, -87.7313064227)"
IL,Chicago,1714000,17031700401,1714000-17031700401,"5,923",15.4,19.6,21.6,32.4,72.7,4.6,10.1,4.4,72.9,75.9,58.8,4.8,32.6,26.4,16.6,60.5,10.2,31.9,2.7,24.6,80.3,11.4,36,87.8,11.2,38.5,2.8,13.7,"(41.74553710380, -87.7120354814)"
IL,Chicago,1714000,17031700402,1714000-17031700402,"3,914",14.5,21.4,20.6,35.2,74.6,5,10.6,4.9,74.3,77.4,59,5.4,32,26.3,17.6,59.6,11.2,33.3,2.9,25.5,80.1,11.7,36.9,87.7,11.9,39.2,3.2,14.1,"(41.73823011950, -87.7118233941)"
IL,Chicago,1714000,17031700501,1714000-17031700501,"7,125",10.9,23.8,19.1,41,79,5.6,10.8,5.2,79.2,81.9,64,5.2,30.7,26.8,16.1,63.3,13,34.7,3.1,24.1,82.5,10.4,38.1,88.2,11.3,40.4,3.5,12.5,"(41.74621313480, -87.6903422066)"
IL,Chicago,1714000,17031700502,1714000-17031700502,"3,036",10.2,26.9,17.3,44.3,81.6,7,10.9,6.2,80.6,83.5,65.4,5.7,31.8,26,14.6,65,13.9,36.8,3.5,24.3,82.1,10.1,36.6,88.4,11.8,38.8,4.1,12.7,"(41.73885196780, -87.6887682715)"
IL,Chicago,1714000,17031710100,1714000-17031710100,"1,275",21.4,30.2,14.1,50.4,78.5,4.9,13.7,8.8,76.5,69.3,44.3,10.9,19.6,15.7,29.3,34.2,20.9,40.6,5.3,41.6,80.8,18.1,50.4,87.1,21.2,47.3,7.6,36.6,"(41.75339179500, -87.6419713139)"
IL,Chicago,1714000,17031710200,1714000-17031710200,"5,049",18.6,30,13.9,49.8,79.7,5.7,13.4,8.3,78.4,70.7,52.1,9.5,21.7,18,24.5,40.6,19.5,40.4,5.1,37.9,81.2,16,46.9,87.2,18.4,45.1,7,29.4,"(41.75511211790, -87.6514276687)"
IL,Chicago,1714000,17031710300,1714000-17031710300,"1,414",18.6,29.9,14.3,48.6,79.9,5.7,13.5,8.1,78.5,72.5,52.5,9.4,22.8,19.1,24.2,41.9,19.3,39.5,4.9,37.4,80.2,15.8,46.2,87.1,18.2,44.8,6.8,29.2,"(41.75404851440, -87.6611056998)"
IL,Chicago,1714000,17031710400,1714000-17031710400,"5,651",15.7,29.3,15.1,48.6,80.7,5.9,12.8,7.4,79.4,75.6,57.5,8.3,23.6,20.4,21.7,48,18.1,39.4,4.5,33.6,81.8,14.1,44.6,87.2,16.3,43.8,5.9,23.1,"(41.75391862180, -87.6709324443)"
IL,Chicago,1714000,17031710500,1714000-17031710500,"4,123",16,29,15,48.1,80.2,5.8,13,7.2,79.1,75.3,56.4,8.2,23.9,20.2,22.1,47.5,17.8,38.8,4.4,33.9,81.6,14.4,44.7,87.4,16.4,44,5.8,23.9,"(41.74753156320, -87.6707872891)"
IL,Chicago,1714000,17031710600,1714000-17031710600,"1,838",18.5,29,14.9,46.9,79,5.5,13.4,7.7,78.3,72.9,53.6,9,22.4,18.2,24.4,42.7,18.2,38.1,4.7,36.8,80.9,15.6,45.5,86.8,17.6,44.9,6.4,28.5,"(41.74766006730, -87.6609433595)"
IL,Chicago,1714000,17031710700,1714000-17031710700,"3,583",16.1,29.6,15,48.2,80.9,6.2,12.5,7.6,79.6,76.5,57.4,8.2,24,20.5,21.4,47.7,18.1,38.6,4.6,34.1,80.9,13.6,44,87.5,16,43.5,6.1,23.3,"(41.74711010060, -87.6568839345)"
IL,Chicago,1714000,17031710800,1714000-17031710800,"5,338",12.8,27.4,16.2,44.8,81,6.4,11.7,6.6,80.4,79.7,61.8,6.5,27.1,23.2,17.1,56.6,15.8,36.2,4,28.4,82,11.6,40.1,88.3,13.3,41.1,5,17.4,"(41.74783671850, -87.6488125985)"
IL,Chicago,1714000,17031710900,1714000-17031710900,"2,198",20.3,29.5,13.8,47.3,78.5,5.2,14.1,7.8,77.5,71.6,50.2,9.9,20.9,17.3,26.5,38.6,19.1,38.2,5,39.5,80.8,17.1,48,87.3,19.3,45.9,6.9,32.6,"(41.74214688730, -87.6396899880)"
IL,Chicago,1714000,17031711000,1714000-17031711000,"3,475",18,29.5,15,47.5,79.8,6,13.3,7.8,78.7,74.5,55.1,8.8,22.9,19.6,23.2,45.2,18.1,38.5,4.7,35.5,80.3,14.9,44.2,87.1,17.1,44,6.3,26.5,"(41.73964365720, -87.6485810671)"
IL,Chicago,1714000,17031711100,1714000-17031711100,"2,835",14.3,28.8,16,47.9,81.8,6.5,12,7.3,80.4,79.2,61.1,7.3,26.3,23.6,19,54.5,16.9,38.5,4.1,30.6,80.8,12.1,40.7,87.2,14.4,41.8,5.3,19.7,"(41.73950163690, -87.6583001538)"
IL,Chicago,1714000,17031711200,1714000-17031711200,"5,145",14.2,31.4,14.3,50.4,83.1,6.8,12.3,8,81.1,80.4,61.5,8.2,25.1,22,19.5,51.9,19.1,40.3,4.6,32.6,82,12.5,43.3,87.5,15.7,42.2,6.1,20.5,"(41.74055612830, -87.6698252757)"
IL,Chicago,1714000,17031711300,1714000-17031711300,"1,626",16.4,30.3,14.2,48.2,80.6,5.8,13.3,7.8,79.2,76.2,55.1,9,22.2,20.2,22.9,45,19.3,39,4.8,35.4,81.5,15.1,46.4,87.5,17.6,44.4,6.4,25,"(41.73350443210, -87.6672855526)"
IL,Chicago,1714000,17031711400,1714000-17031711400,"2,654",16.7,30.1,14.7,49.6,81.4,6.3,12.6,8.1,79.7,75.2,57.3,8.5,23.9,20.5,21.6,47.1,18.8,40.2,4.7,34.8,80.6,13.8,43.9,87.1,16.5,43.1,6.3,24.7,"(41.73365707540, -87.6521235797)"
IL,Chicago,1714000,17031711500,1714000-17031711500,"2,539",15.9,30.7,14.5,50.2,81.8,6.5,12.5,8.3,80,76.1,56.7,8.5,24,20.2,20.8,47.8,18.9,40.2,4.8,34.4,80.8,13.6,43.7,87.5,16.6,42.9,6.5,24.5,"(41.73244065810, -87.6386881451)"
IL,Chicago,1714000,17031720100,1714000-17031720100,"3,300",6.1,23.8,21.4,34,79,7.6,8.8,5.3,75.9,86.6,70.3,4.6,40.7,33.9,10.7,76.3,9.3,36.4,2.7,16.5,80.2,8,28.1,88.2,8.9,30.7,2.6,6.7,"(41.72759441180, -87.6747271927)"
IL,Chicago,1714000,17031720200,1714000-17031720200,"4,016",7.7,23,21,36,77.9,6.4,9.8,4.8,76.4,83.7,67.1,4.8,36.3,31.4,13.1,71.2,10.2,35.1,2.7,19,81.5,9.3,32.2,88.4,9.8,34.8,2.8,8.6,"(41.71302465950, -87.6660502747)"
IL,Chicago,1714000,17031720300,1714000-17031720300,"3,723",6,22.7,23,32,77.8,7.3,8.7,4.9,74.8,86.1,69.9,4.4,41,34.3,11.3,77.1,8.5,35.4,2.4,16.2,79.7,8.2,27.4,87.8,8.7,30.9,2.4,6.4,"(41.71390273660, -87.6771451275)"
IL,Chicago,1714000,17031720400,1714000-17031720400,"1,924",6.8,20.1,27.2,26,72.7,6.7,8.4,4.5,69.7,82.2,67.6,4.3,43.1,34.4,13.3,76,6.3,32.7,2.1,15.9,76.8,9.1,25,87,8.5,29.9,2,7.3,"(41.70999186120, -87.6866686432)"
IL,Chicago,1714000,17031720500,1714000-17031720500,"2,166",5.5,20,26.9,25.4,73,6.9,8.3,4.2,70.2,84.5,69.3,4,44.3,36,11.4,79.1,6.1,33,2.1,14,78.1,8.4,24.2,87.6,7.9,28.5,1.9,5.5,"(41.70283530510, -87.6891011126)"
IL,Chicago,1714000,17031720600,1714000-17031720600,"1,756",6.2,22.8,23.9,30.1,76.6,7.3,8.8,5,73,85.5,68.6,4.7,41.9,35.1,12,76.3,8.1,35.3,2.4,16.3,78.1,8.7,26.7,87.4,9.1,30.2,2.4,7,"(41.70277644840, -87.6772069797)"
IL,Chicago,1714000,17031720700,1714000-17031720700,"3,149",7.5,21.3,21.8,33.5,76.5,5.9,9.8,4.3,76,83.7,68,4.3,36.6,30.6,12.9,72,9.3,32.7,2.5,18.1,82.1,9.2,32.1,88.9,9.1,35.4,2.6,8,"(41.70310710030, -87.6651387855)"
IL,Chicago,1714000,17031730100,1714000-17031730100,"2,424",12.4,30.3,14.7,48.6,83.2,7.2,11.7,7.6,81.6,81.6,62.4,7.1,27,22.7,16.6,56.8,17.4,38.6,4.4,29.7,82.2,11.3,40.1,88.4,14.1,40.5,5.7,17.7,"(41.72517710870, -87.6384256214)"
IL,Chicago,1714000,17031730201,1714000-17031730201,"5,941",13.1,28.1,15.5,46.6,81.1,6.2,12,6.7,80.3,79.1,60.9,6.9,26.2,22.8,18.2,54.3,16.6,37.5,4.1,29.6,81.9,12.2,42.2,88.5,14.1,42,5.2,18.3,"(41.72683017580, -87.6579113580)"
IL,Chicago,1714000,17031730202,1714000-17031730202,"3,115",12.7,29.7,15.6,49.5,83,7.2,11.4,7.4,81.5,81.1,64.2,6.9,27.7,24.1,16.8,57.8,16.9,39.2,4.2,29.1,81,10.9,39.7,88,13.6,40.7,5.4,16.9,"(41.72641155540, -87.6485415189)"
IL,Chicago,1714000,17031730300,1714000-17031730300,"1,166",13.3,26.8,16.6,44.5,80.3,6,11.9,6.2,80,79.3,63.5,6.6,26.5,24.2,18.3,55.9,15.7,36.2,3.8,28.6,82.1,12,41.3,87.9,13.3,42,4.7,17,"(41.72746284120, -87.6645651413)"
IL,Chicago,1714000,17031730400,1714000-17031730400,"3,514",12.4,29.5,15.3,49,82.9,7,11.6,7.4,81.4,81.3,63.8,6.9,27.7,24.5,16.8,57.5,17.1,39.1,4.2,28.8,81.2,11.2,40.5,88.1,13.7,40.8,5.3,17,"(41.71782119780, -87.6526425875)"
IL,Chicago,1714000,17031730500,1714000-17031730500,"4,388",12.2,29.1,15.5,46.6,82.2,6.9,11.2,7.3,81.2,82.2,63.3,6.7,27.5,23.6,16.5,57.2,17,37.2,4.2,28.7,81.8,11,40.5,88.4,13.5,40.7,5.3,17,"(41.71424953310, -87.6381385928)"
IL,Chicago,1714000,17031730600,1714000-17031730600,"3,614",12.2,28.6,15.9,46.4,82.4,7,11.3,6.9,81.3,82.4,65.1,6.5,28.6,25.1,16,59.5,16.2,37.3,4,27.6,81.1,10.7,39.2,88.4,12.9,40,5,15.8,"(41.71060031950, -87.6504857044)"
IL,Chicago,1714000,17031730700,1714000-17031730700,"2,331",16.3,31,14,48.5,81.3,6.4,12.7,8.3,79.7,77.7,56.9,8.9,23.9,19.9,21.4,46.1,19.6,38.9,5,34.9,80.8,14,45.4,88,17.1,43.3,6.7,24.8,"(41.70308169260, -87.6500792220)"
IL,Chicago,1714000,17031740100,1714000-17031740100,"3,048",8.1,20.6,27.9,26.4,71.5,6.5,8.6,4.7,68.1,80.1,65.6,4.9,41.9,33.2,15.5,72.8,6.6,33.6,2.2,17.4,75.6,10,26.1,86.2,9.4,30.8,2.1,8.6,"(41.69728637650, -87.6986083626)"
IL,Chicago,1714000,17031740200,1714000-17031740200,"6,547",8.1,19.9,26.6,25.4,72.4,6.2,9,4.6,69.1,77.3,64.9,4.8,40.1,32.2,14.3,73,6.5,32.8,2.2,17.5,76.2,10.3,24.8,85.2,9.2,30.2,2.1,9.1,"(41.70471469480, -87.7127054794)"
IL,Chicago,1714000,17031740300,1714000-17031740300,"4,713",7.1,20.1,28.2,25.3,71.6,6.5,8.5,4.5,68.6,81.3,66.1,4.6,41.6,33.5,14.3,75.1,6.3,32.9,2.1,16.2,77.1,9.6,25.2,86.2,8.9,30.1,2,7.4,"(41.69506933210, -87.7107232609)"
IL,Chicago,1714000,17031740400,1714000-17031740400,"4,785",8.6,20.7,26.5,27.6,72.2,6.2,9,4.8,69.3,79.2,64.2,5,39.9,31.9,15.9,70.5,7.2,33.3,2.3,18.6,76.3,10.4,27.6,86.2,9.7,32.2,2.3,9.6,"(41.68721020900, -87.7192240089)"
IL,Chicago,1714000,17031750100,1714000-17031750100,"4,147",13.5,29.6,15.3,47.9,82.4,6.8,11.9,7.5,80.9,79.6,62.6,7.3,26.8,23.3,17.7,55,17.4,38.7,4.4,30,80.7,11.9,41,87.7,14.3,41.3,5.6,18.4,"(41.69583447310, -87.6520282960)"
IL,Chicago,1714000,17031750200,1714000-17031750200,"3,227",8,24.5,19.6,37.7,79,6.5,10.1,5.3,76.7,83.5,65.6,5.2,34.9,29.6,13.7,68.9,11.3,36,3,20.5,81.2,9.9,33.6,88.5,10.7,35.6,3.2,9.9,"(41.69566489370, -87.6714250844)"
IL,Chicago,1714000,17031750300,1714000-17031750300,"2,530",6.9,21.1,26,27.4,73,6.5,8.8,4.6,69.7,81.6,65.4,4.8,42,33,14,73.8,7,34.2,2.3,16.8,77.6,9.7,26.6,86.9,9.3,30.5,2.2,8,"(41.69539111390, -87.6861725613)"
IL,Chicago,1714000,17031750400,1714000-17031750400,"3,009",6.9,20.8,25.1,29.5,74.4,6.3,9,4.4,72.3,82.4,67.1,4.4,41.1,33,13.1,74.4,7.6,33.3,2.3,16.7,79.4,9.3,28,87.7,8.9,32.3,2.2,7.3,"(41.68565686570, -87.6850711855)"
IL,Chicago,1714000,17031750500,1714000-17031750500,"5,936",12.4,29.3,16,44.9,81.4,7.5,11.2,7.6,79.2,81.1,61.2,7.2,30.3,24,16.6,58.8,15,38.5,4.1,28.1,80.9,11.3,37.1,87.8,13.9,38.3,5.1,16.6,"(41.68461606830, -87.6712332972)"
IL,Chicago,1714000,17031750600,1714000-17031750600,"3,681",15.4,30.3,14.4,48.6,81.5,6.4,12.3,8.1,79.9,77.3,57,8.3,24.2,20.1,20.2,48.3,18.8,39.1,4.8,33.6,81.5,13.3,44,87.9,16.2,42.7,6.4,23.3,"(41.68863114660, -87.6520493427)"
IL,Chicago,1714000,17031760801,1714000-17031760801,"4,047",10,17.5,24.8,26,68.2,4.8,8.5,4,65.8,72.8,60.4,4.6,36.7,29.6,16.3,65.1,6.9,32.6,2.2,19.7,77.1,10.8,26.8,85.2,9.4,33.4,2.1,10,"(41.98348480380, -87.8448474183)"
IL,Chicago,1714000,17031760802,1714000-17031760802,"2,276",9.4,31.2,19.2,37.7,80.8,10,9.1,8.7,73.6,83.6,63.9,8,38.4,29.5,15.4,67.7,10.8,42.2,3.6,23.8,74.6,10.3,27,84.5,13.1,29.6,4,12.2,"(41.95783214890, -87.8472168686)"
IL,Chicago,1714000,17031760803,1714000-17031760803,"6,236",12.4,21.8,23.9,29,70.8,5.7,9.6,5.6,66,72.7,57.7,6.6,35.1,26.8,20.1,60,8.4,35.5,2.8,23.8,75.7,12.9,29.7,84.7,12.3,33.7,2.9,14.8,"(41.97534633780, -87.8441546682)"
IL,Chicago,1714000,17031770902,1714000-17031770902,196,12,12.2,31.9,18,55.4,3.1,9,2.6,61.2,68.6,59.4,3.9,38.1,31.2,20.2,63.4,4.6,25.1,1.6,18.5,76.2,12.3,26.2,84.5,8.5,34.6,1.3,9.8,"(41.97207537620, -87.8440927896)"
IL,Chicago,1714000,17031810400,1714000-17031810400,281,7.1,23.7,23.6,30.3,77,8.4,7.9,6,71.6,84.4,68.5,4.9,42.7,32.2,12.3,75.3,7.6,36.4,2.6,17.6,74.5,8.3,23.5,85.9,9.2,28.6,2.6,7.7,"(41.98393794800, -87.8311128503)"
IL,Chicago,1714000,17031830500,1714000-17031830500,"4,660",37.3,18.5,19.9,26.5,64.3,3.4,9.9,5.7,61.7,63.3,40.9,6.2,21.9,16.8,21.2,39.9,12.6,35,3.5,38.9,75,15.9,38.4,84.3,17.2,37.1,3,22.2,"(41.83006542670, -87.7239508695)"
IL,Chicago,1714000,17031830600,1714000-17031830600,"5,005",18.3,17,23.1,26.1,65.6,3.8,9.5,4.2,64.7,69.3,52.2,5.2,31,23.6,19.1,54.8,8.6,31.3,2.6,25.8,77.7,12.9,33,86.1,11.9,35.8,2.5,15.9,"(42.00169801140, -87.6735738331)"
IL,Chicago,1714000,17031830700,1714000-17031830700,"4,247",14.1,20,22.2,32.3,71.3,4.5,9.7,5.4,67.6,71.9,53.9,6.1,30.2,24.1,20,55,10.6,34.6,3,25.3,78.9,12.8,34.5,86,12.6,36.8,3.2,15.9,"(41.96097268170, -87.6591715624)"
IL,Chicago,1714000,17031830800,1714000-17031830800,"2,391",7.8,10.6,31,15.1,55.2,3.2,8.2,1.9,63,75.1,63.5,2.5,39.8,32.2,12.7,73.6,3.6,22.4,1.4,13.2,79.7,9.5,23.5,88.1,6.2,30.9,1,5.4,"(41.96514132670, -87.6765774977)"
IL,Chicago,1714000,17031830900,1714000-17031830900,"2,877",9.9,12.1,29.6,18.5,61.6,3.8,7.6,2.5,64.8,76.5,64.8,2.6,38.8,32,11.4,74.1,5,26.1,1.7,14.5,79.7,8.5,24.4,88.3,6.6,30,1.2,5.5,"(41.92862970860, -87.6853728498)"
IL,Chicago,1714000,17031831000,1714000-17031831000,"2,138",5,9.3,33.8,13.5,54,3.4,7.3,1.6,63.2,79.6,69.2,1.8,43,34.9,9.2,80.8,2.8,21.3,1.2,9.5,80.8,7.3,20.5,89.7,4.6,28.3,0.8,3,"(41.91478774300, -87.6769992949)"
IL,Chicago,1714000,17031831100,1714000-17031831100,"7,453",22.6,19.3,22.4,27.3,67.9,4.5,9.4,5.3,64.4,68.6,52.3,6.1,30.2,23.4,19.4,53.2,9.7,34.8,2.9,29,75,13.4,32.1,84.2,13.4,34.8,2.7,17.2,"(41.94285581090, -87.7174955454)"
IL,Chicago,1714000,17031831200,1714000-17031831200,"5,021",31.2,17.3,21.2,26.9,65.3,3.5,9.3,5,63.3,63.7,45.2,5.3,25.3,19,18.1,47.6,11.2,35.1,3.1,33.5,76.8,13.9,35.6,84.6,14.6,35.6,2.6,17.9,"(41.91531879690, -87.7322503417)"
IL,Chicago,1714000,17031831300,1714000-17031831300,"1,280",24.2,21.1,19.5,33.9,72.4,4.1,11.1,5.4,70.4,70.6,51.6,6.3,25.2,20.6,21.6,47.2,13.2,34.1,3.3,33.3,78.6,14.2,39.5,85.6,14.7,40.7,3.7,21.6,"(41.90776632320, -87.7442595482)"
