StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev,Geolocation
IL,Chicago,1714000,17031831400,1714000-17031831400,"2,964",19.5,25.8,16.7,40.8,76.7,5.1,11.7,6.9,74.1,73.5,51.8,7.9,24.7,20.7,22.9,46,15.6,37.3,3.9,34.5,79.7,14.4,41.5,85.8,16.1,42.1,4.9,24.1,"(41.86911848300, -87.7560882760)"
IL,Chicago,1714000,17031831500,1714000-17031831500,"4,079",19.4,19,23.3,26.9,69.2,4.8,8.9,4.7,66.2,72.3,56.2,5.2,32.5,26,17,59.4,9,34.2,2.6,26.1,75.9,11.8,30.7,84.7,11.8,34.3,2.4,13.3,"(41.92764195500, -87.7880224758)"
IL,Chicago,1714000,17031831600,1714000-17031831600,"7,270",21.3,22.3,21.1,32.5,73.7,5.6,9.1,6.2,67.9,71.9,55.3,6.2,31.5,23.9,17,56.7,11.3,38.3,3.2,29,76,12,32.7,84.6,13.4,34.2,3.2,16,"(41.92561056140, -87.7976148751)"
IL,Chicago,1714000,17031831700,1714000-17031831700,"2,075",17,18.9,22.9,26.7,69.3,4.8,8.8,4.8,66.2,73.6,56.3,5.2,34.6,27.4,16,61.2,8.8,34.3,2.6,24.3,76.3,11.5,30.5,85.4,11.5,33.2,2.4,12.7,"(41.95265085230, -87.7452551549)"
IL,Chicago,1714000,17031831800,1714000-17031831800,"6,322",12.2,17.7,22.2,25.5,71.3,4.8,8.5,4.5,67.3,73.6,57.8,4.5,34.4,28.2,14.8,64.1,8.4,33.3,2.4,22.1,75.8,10.7,25,82.5,9.8,33.4,2.2,10.4,"(41.97823321920, -87.7164527877)"
IL,Chicago,1714000,17031831900,1714000-17031831900,"2,717",5.5,9.6,33.7,13.5,55,3.4,7.9,1.7,62.7,76.4,69.8,2,44.4,35.2,9.8,79,2.8,20.8,1.2,10,79.9,8.1,20.5,89.1,4.9,27.8,0.8,4,"(41.94516901870, -87.6687906502)"
IL,Chicago,1714000,17031832000,1714000-17031832000,"1,798",7,8.4,34.1,13.7,49.3,2.6,7.9,1.6,60.5,68.6,64.6,2.2,39.4,30.6,11.9,73.5,2.7,20.3,1.2,11.5,80.1,9.3,21.4,87.5,5.3,29.3,0.8,5.4,"(41.94629408020, -87.6542981605)"
IL,Chicago,1714000,17031832100,1714000-17031832100,"3,297",8.5,11.5,30,18.4,59.7,3.1,8.6,2.3,63.7,70.2,61.5,2.9,35.3,28.2,14,69.1,4.6,23.9,1.6,15,80.3,10.3,25.3,86.9,6.9,31.7,1.3,7.4,"(41.95282144220, -87.6532412709)"
IL,Chicago,1714000,17031832200,1714000-17031832200,"2,940",7.4,10.9,31.9,14.8,56.8,3.5,8,2.1,62.7,76.4,66.1,2.5,41.1,32.8,12.2,74.7,3.6,22.3,1.4,12.6,79.6,9,22.5,88.1,6,29.4,1,5.8,"(41.92047802090, -87.6799729365)"
IL,Chicago,1714000,17031832300,1714000-17031832300,"1,870",7.7,10.3,31.8,15.2,55.3,3.3,7.8,2,62.3,75.4,65.6,2.4,39.7,30.4,12.3,73.8,3.6,22.5,1.4,12.8,80.4,8.9,23.1,88.8,5.9,30,1,5,"(41.91920701760, -87.6714490286)"
IL,Chicago,1714000,17031832400,1714000-17031832400,"3,181",12.7,11.5,28.9,17.3,58.2,3.2,8,2.5,63.1,73.1,60.5,2.8,34.6,27.7,13.6,68.6,5.2,24.9,1.7,17.1,79.8,9.8,25.9,87.2,7.5,31.3,1.2,6.8,"(41.91574110190, -87.6922564851)"
IL,Chicago,1714000,17031832500,1714000-17031832500,"3,606",8.1,15.4,27.9,20.7,67.3,4.8,8.9,3.6,66,72.2,64.8,3.8,38.9,29.1,13.1,71.7,5.3,27.9,1.9,15.7,78.1,10.3,23.4,86.1,7.8,29.5,1.7,8.6,"(41.92187778790, -87.6641185592)"
IL,Chicago,1714000,17031832600,1714000-17031832600,"3,727",5.1,10.5,32.9,14.5,57.9,3.5,8,1.9,63.5,76.5,69.5,2.2,42.4,36.7,9.7,79.3,3.1,22.3,1.3,10,80.6,8.2,20.6,88.5,5.1,27.8,0.9,4.1,"(41.91474919390, -87.6540551337)"
IL,Chicago,1714000,17031832900,1714000-17031832900,"2,212",9.1,12.2,24.7,18.5,62.5,3.3,8.5,2.9,63.6,63.9,60.5,3.3,35.8,26.9,12.6,65.3,5.1,26.1,1.8,17,78.3,10.7,21.6,82.2,7.3,31.5,1.5,9.2,"(41.87417533900, -87.6618908080)"
IL,Chicago,1714000,17031833000,1714000-17031833000,"2,768",6.4,11.8,30.2,17.9,60.6,3.7,7.9,2.1,64.5,78.7,67.6,2.5,39.4,32.8,11.4,75.2,4.2,24.1,1.5,12.3,80.5,8.4,24,89.3,6,30.6,1.2,5.9,"(41.88528824590, -87.6572424682)"
IL,Chicago,1714000,17031833100,1714000-17031833100,"6,895",7.7,12.2,29.1,18.8,61.9,3.7,8.1,2.4,64.7,77.3,66.4,2.7,37.9,30.3,12.6,72.7,4.7,24.5,1.6,13.8,80.5,8.9,24.4,88.3,6.4,31.6,1.3,6.7,"(41.87907673090, -87.6570453875)"
IL,Chicago,1714000,17031833300,1714000-17031833300,"2,278",11.5,14.6,21.9,20.9,66,3.7,8.7,3.8,64.4,62.6,56.5,4.3,32.3,24.4,14.6,59.3,6.6,28.8,2.2,21.4,77.4,12,23.1,80.1,9,33.4,2,13,"(41.87169145100, -87.6541250863)"
IL,Chicago,1714000,17031833900,1714000-17031833900,"2,714",26.9,23.7,16.6,38.1,73.4,4.5,11.8,6.8,70.8,65.2,45.7,7.6,22.6,17.3,22.2,41.5,15.4,38.7,4.2,38.2,78.1,16,41.2,85.4,17.5,40.4,4.5,23.5,"(41.73186479150, -87.5477992590)"
IL,Chicago,1714000,17031834000,1714000-17031834000,"3,632",16.2,27,15.8,45.5,78.4,5.3,13,6.5,78.4,73.4,55.4,7.7,23.4,19.5,22.2,47.5,16.2,36.8,4.2,33.2,81.3,14.6,44.1,87.6,15.8,44.3,5.4,24,"(41.72753593890, -87.6294985039)"
IL,Chicago,1714000,17031834200,1714000-17031834200,"4,944",14.9,29,15.1,47.6,80.2,5.9,12.6,7.2,79.3,77,56.1,7.9,24.2,20.2,20.6,49.3,17.7,38.2,4.5,32.3,82.2,13.8,44.3,88.3,16,43.5,5.8,22.1,"(41.75556757170, -87.5836069978)"
IL,Chicago,1714000,17031834300,1714000-17031834300,"6,570",13.1,30.1,14.9,48.5,82.6,6.9,11.9,7.5,81,81.2,61.4,7.4,26.6,23,17.8,55.1,17.6,38.8,4.4,30.3,81.3,11.9,41.5,87.9,14.6,41.4,5.6,18.5,"(41.74584474650, -87.5917742123)"
IL,Chicago,1714000,17031834400,1714000-17031834400,"3,772",13.2,24,17.5,41.6,77,5.1,11.9,5.4,77.4,76.6,59.6,6.2,26.1,22.5,19.3,54.4,13.9,34.5,3.5,27.6,82.6,12.8,41.7,88.9,13.2,42.4,4.2,17.5,"(41.77694481470, -87.5963096440)"
IL,Chicago,1714000,17031834500,1714000-17031834500,"1,475",17.2,23.5,16.2,42.6,74,4.1,13.3,5.5,76.1,67.3,52,7.3,21.9,17.5,24.1,43.6,14.5,34.7,3.8,33.3,82.4,16.1,45.5,88.4,15.7,45.3,4.8,26.2,"(41.78808232900, -87.6247360033)"
IL,Chicago,1714000,17031834600,1714000-17031834600,"3,778",21.5,30.9,13.6,49.7,78.8,5.3,13.8,8.9,77.2,68.9,46.3,10.9,19,15.1,28.5,33.9,21,40.3,5.5,42.6,80.6,18,49.8,86.7,21,47,7.9,36.7,"(41.78724666850, -87.6343056644)"
IL,Chicago,1714000,17031834700,1714000-17031834700,"2,078",22.1,30.2,13.8,49.8,78.5,5.2,14.5,8.6,77,67.7,47.1,10.8,19.7,16.4,28.4,35.7,20.1,40.9,5.2,41.6,78.7,18.2,48,86.3,20.7,46.2,7.4,35.1,"(41.79069030500, -87.6450333648)"
IL,Chicago,1714000,17031834800,1714000-17031834800,"1,953",20.7,31.3,13.8,49.8,80.1,5.8,14,8.8,78.2,71.2,51.1,10.4,20.6,16.8,26.3,38.4,20.3,40.5,5.3,40.3,80.2,16.8,46.9,86.2,19.7,45.4,7.5,32.6,"(41.78363025900, -87.6450878501)"
IL,Chicago,1714000,17031834900,1714000-17031834900,"2,272",21.4,32.4,13.1,51.2,80.2,5.9,14,9.5,78.1,70.7,49,11.2,19.8,16.2,27.1,35.8,21.7,41.5,5.7,41.9,80.1,17.3,48.8,87.1,20.9,45.8,8.2,34.9,"(41.77229430030, -87.6567344595)"
IL,Chicago,1714000,17031835000,1714000-17031835000,"5,778",27.4,25.6,16.1,41.2,74.6,4.4,12.6,7.3,71.5,65.5,45.1,9.1,20.7,16.3,26.6,36,17.2,38.3,4.5,41,79.3,17.4,45.5,85.8,19.3,43.7,5.7,32.8,"(41.78284948240, -87.6860492260)"
IL,Chicago,1714000,17031835100,1714000-17031835100,"5,369",31.4,19.4,19.5,31.6,68.2,3.6,10.3,5.6,65.3,62.2,45.1,6.4,22.9,17.8,21.4,41.7,13,36.1,3.5,36.9,77.8,15.4,39.9,85.1,16.2,38.9,3.5,23.2,"(41.79015759870, -87.6862480382)"
IL,Chicago,1714000,17031835200,1714000-17031835200,"2,060",21.7,22.6,21.9,30.5,71.5,5.5,9.6,6.4,66,71,53,7.2,29.6,23.8,20.5,53,10.7,37.5,3.2,30.5,73.9,13.5,33,83.8,14.6,34.7,3.2,18.4,"(41.79664364640, -87.7452866092)"
IL,Chicago,1714000,17031835500,1714000-17031835500,"1,677",18.8,33.9,13.6,52.6,82.7,6.6,13.1,10.2,79.3,76.7,54.4,10.7,21.8,18.1,24.1,42.1,22.3,42.9,5.5,38.5,80.8,15,46.4,86.6,19.5,43.8,7.8,28.3,"(41.81635413620, -87.6325419071)"
IL,Chicago,1714000,17031835600,1714000-17031835600,"1,199",18.8,27.3,16.1,46,79.1,5.5,12.4,7.2,77.4,71.9,55.2,8,22.7,19.3,22.9,45.3,16.9,38.3,4.2,35.5,80.8,14.3,42.9,86,16,43.4,5.7,26.9,"(41.80183540680, -87.6322013168)"
IL,Chicago,1714000,17031835800,1714000-17031835800,"1,576",14.8,21.9,17.2,38.9,73.5,4.1,12.7,4.6,76,73.5,56.5,6.2,25.3,20.9,20.9,51,12.7,32.1,3.3,28.5,83.5,14,42.6,89.2,13.6,43.1,4,20.1,"(41.81304625060, -87.6187192016)"
IL,Chicago,1714000,17031835900,1714000-17031835900,"3,271",17.5,29.5,13.9,48.5,79.4,5.8,13.2,7.9,78.1,71.6,53.9,9,22.2,17.9,22.9,42.8,18.6,39.4,5,36.1,81.8,15.4,46.1,88.2,17.6,44,6.7,27.7,"(41.82016644180, -87.6214988685)"
IL,Chicago,1714000,17031836000,1714000-17031836000,"2,177",13.2,22.6,17.6,39.2,75.3,4.5,12,4.7,77.3,76,57.3,5.8,25.4,21.3,19.5,54,13,32.4,3.3,27.5,83.2,13.1,42,88.9,12.9,43.1,3.9,18.1,"(41.81400356800, -87.6116843456)"
IL,Chicago,1714000,17031836100,1714000-17031836100,"1,761",16.2,22.5,17.5,41,74.1,4.2,12.7,5.2,76,69.6,53.7,6.6,23.2,20.1,22.6,47.4,13.5,33.7,3.5,30.8,81.7,14.9,43.3,88.3,14.3,44.3,4.4,23.3,"(41.79980501790, -87.6186825067)"
IL,Chicago,1714000,17031836200,1714000-17031836200,"1,529",10.8,6.7,29,10.9,43.3,1.7,9.5,1.7,61.4,49.8,60.3,2.8,37.1,27.6,13.7,64.6,2.5,16.6,1.1,16.1,76.2,13.3,18.3,78.3,6.1,31.4,0.8,13.3,"(41.79046920500, -87.6012847521)"
IL,Chicago,1714000,17031836300,1714000-17031836300,"1,288",8.3,19.7,21.6,33.1,76.9,5,9.9,4,74.8,78.9,66.6,4.1,32.1,28,13,68.3,10.1,31.2,2.6,19,83.3,9.7,32.3,88,9.1,36.2,2.8,9.7,"(41.80153230970, -87.6017584151)"
IL,Chicago,1714000,17031836400,1714000-17031836400,"2,979",13.4,25.7,16.1,42.1,78.5,5.5,12.2,6,78.4,79,59.3,6.6,25.7,22.4,19,54.1,14.9,34.7,3.8,28.8,82.3,12.8,41.7,88.7,13.8,42.1,4.7,18.3,"(41.82117510110, -87.5958325077)"
IL,Chicago,1714000,17031836500,1714000-17031836500,"1,496",16.3,23,17.2,40.5,73.8,4.2,13.3,4.8,76.3,71.4,53.5,6.8,22.4,19.8,24,47,13.4,33.1,3.5,31.7,81.9,15.5,44.4,87.7,14.8,45.5,4.2,23,"(41.82827698610, -87.6006378930)"
IL,Chicago,1714000,17031836600,1714000-17031836600,"2,997",19.7,19.5,20,32.2,72.2,4.2,9.9,5.1,69.9,71.2,53.9,5.3,26.4,21.9,17.2,53.8,11.9,34,3.2,28.5,80.2,12.4,36.6,86.7,12.7,37.2,3.2,16.9,"(41.89869732100, -87.7088059243)"
IL,Chicago,1714000,17031836700,1714000-17031836700,"2,397",19.6,26.3,15.8,42.2,76.5,4.8,13.3,6.7,75.3,70.4,50.6,8.5,22.2,17.9,24.8,42.3,16.3,36.2,4.3,36.1,80.8,16.5,44.7,86.8,17.4,44.3,5.6,29.2,"(41.89170404410, -87.7021747373)"
IL,Chicago,1714000,17031836800,1714000-17031836800,"2,661",23.2,29.4,14.4,48,77.3,4.9,14.2,8.2,75.2,66.9,45,10.9,18.6,14.5,30.3,33,19.6,39.5,5.2,42.9,80.6,18.8,48.9,86.2,21.1,46.8,7.4,38.6,"(41.88504484160, -87.7138624806)"
IL,Chicago,1714000,17031836900,1714000-17031836900,"1,442",20.5,23,16.7,38.9,72.5,4,13.3,5.3,73.7,67.3,49.2,7.6,21.5,17.8,26.4,40.9,13.9,33.1,3.8,35.7,81.1,16.9,44.7,87,16.3,45.1,4.8,30.4,"(41.88188305460, -87.7061361816)"
IL,Chicago,1714000,17031837000,1714000-17031837000,"2,085",16.4,23.8,16.6,42.1,75.1,4.5,12.8,5.3,75.9,69.5,53.1,7,23.2,20.5,22.6,47,14.1,35.2,3.7,32,81.6,15,43.6,87.8,14.9,43.9,4.6,23.6,"(41.87832338230, -87.6986738785)"
IL,Chicago,1714000,17031837100,1714000-17031837100,"1,819",16.2,26.4,17.1,44.6,79.3,5.8,11.8,7.1,76.9,73.4,57.4,7.3,26,21.1,19.8,51.4,15.6,38.2,4,30.9,80.7,13.1,39.8,87,14.6,41,5.2,22.1,"(41.88567366330, -87.6987209657)"
IL,Chicago,1714000,17031837300,1714000-17031837300,"2,483",19.5,23.3,17.9,43,73.7,4.2,12.4,5.9,74.1,65.9,50.3,7.5,21.1,17.7,25.2,42.3,14.7,35.9,3.8,34.1,81.9,15.6,44.3,87.3,15.9,44.7,5,28.3,"(41.87161905470, -87.7055523987)"
IL,Chicago,1714000,17031837400,1714000-17031837400,"2,279",20.2,26,16.6,44.9,76.2,4.6,13,6.8,74.5,68.9,49.3,8.6,20.9,17.8,26.8,40.7,16.5,37.8,4.2,36.6,81.3,16.5,45.5,86.7,17.6,45.1,5.6,29.6,"(41.87597471390, -87.6938012783)"
IL,Chicago,1714000,17031837800,1714000-17031837800,"2,796",16.3,18,20.8,32.9,68.8,3.5,11.3,4,71.3,69.1,53,5.4,25.1,21.9,21.5,50.5,10.4,29.7,2.8,27.3,82,13.8,38.9,87.5,12.3,41.8,3.2,20.6,"(41.88475010470, -87.6841274003)"
IL,Chicago,1714000,17031838000,1714000-17031838000,"2,561",16,26.7,16.1,42.8,78.7,5.6,11.7,7.2,74.4,72.1,54.8,7.8,23.8,18.5,20.7,48,16.1,38,4.4,32.2,81.7,14,40.3,87.2,15.5,40.5,5.6,23.5,"(41.87736429140, -87.6806501318)"
IL,Chicago,1714000,17031838100,1714000-17031838100,"1,713",15.2,25.1,16.2,39.4,79.7,5.6,10.1,7.6,71.9,74.1,58.9,7.1,24.8,20.9,19.2,50.6,15.8,38.1,4.1,30.2,80.3,12.4,34.4,83.1,13.9,38.9,5.1,20.3,"(41.87866521260, -87.6716805484)"
IL,Chicago,1714000,17031838200,1714000-17031838200,"1,578",12.3,10.4,23,17,57.8,2.5,9.1,2.5,63.8,59.4,56.2,3.2,31.7,23.8,13.6,60.9,5,23.6,1.8,19.7,79.7,12,22.6,80.4,7.7,33.4,1.4,12.2,"(41.87041569710, -87.6750793645)"
IL,Chicago,1714000,17031838300,1714000-17031838300,"1,631",13.3,17.9,21.1,29.8,70.7,3.9,10.5,3.7,69.2,69.7,57.7,4.9,28,23.6,17.9,57,9.2,30.5,2.6,24,81.4,12.6,33.1,86,10.9,37.8,2.8,16.3,"(41.90156654550, -87.6384038602)"
IL,Chicago,1714000,17031838600,1714000-17031838600,"1,598",27.3,29.8,14.1,47.7,75.3,4.9,14.8,9.3,74,62.2,42.8,12.3,17.4,13.3,32.5,28.3,20.5,40.2,5.8,45.7,78.3,20.6,50.1,85.6,23.1,47.5,8.4,44.7,"(41.86782326700, -87.7008236245)"
IL,Chicago,1714000,17031838700,1714000-17031838700,"4,484",24.9,28.7,13.9,47.2,75.6,4.6,15.3,7.9,75.3,63.6,44.3,11.1,18.2,14.6,31.6,31.1,19.1,38.9,5.2,43.8,79.6,20.3,49.6,86.1,21.5,47.8,7.3,40.6,"(41.86257753300, -87.7201851083)"
IL,Chicago,1714000,17031838800,1714000-17031838800,"3,233",26.9,27.2,15.1,41.7,76,5,12.2,8.2,71.9,67.7,45.4,9.2,20.9,16.6,24.3,38.3,18.1,40.8,4.8,41.1,77.9,16.8,44.2,85.7,19.7,41.4,5.6,26.4,"(41.68350980120, -87.5723191487)"
IL,Chicago,1714000,17031839000,1714000-17031839000,"7,311",7.1,12.8,27.6,19.1,65.1,3.8,8.3,2.6,65.6,73.1,66.3,2.9,38,30.8,11.3,72.6,5,25.5,1.7,14.1,79.8,9.1,22.5,86.9,6.4,30.7,1.4,6.4,"(41.87104419360, -87.6314045258)"
IL,Chicago,1714000,17031839100,1714000-17031839100,"4,350",8.8,9.5,29.9,16.5,56.9,2.7,8.2,2.1,63.5,67.5,64,2.5,36.5,32.1,12.7,70.7,3.9,22.4,1.3,14,79.3,9.7,22,83.1,6,31.7,1.1,7.7,"(41.88102686250, -87.6327464180)"
IL,Chicago,1714000,17031839200,1714000-17031839200,"2,545",11.3,24.5,16.3,40.1,80,5.8,10.6,5.7,76.2,76.8,62.1,5.7,28.2,23.7,15.2,59.2,13.7,36.2,3.6,25.6,82.4,10.9,34.9,86.8,11.9,38.7,4.2,14.9,"(41.84201070170, -87.6220359603)"
IL,Chicago,1714000,17031839500,1714000-17031839500,"1,545",12.2,31.4,13.8,48.8,85.5,7.7,11.2,9.1,79.7,79.5,63.4,7.8,25.8,21.4,14.7,57,19,41.4,5,29,82.7,10.9,36.6,84.7,14.3,36.7,6.4,18.4,"(41.83409742220, -87.6192895173)"
IL,Chicago,1714000,17031839600,1714000-17031839600,"1,952",12.7,30.4,14.7,50.9,83.8,7.7,11,8,80.9,81,62.7,7,27.2,22.2,15.7,57.8,17.1,40.5,4.5,29.4,81.6,10.5,38.3,88.5,13.8,38.9,5.8,17.7,"(41.82744116540, -87.6192494663)"
IL,Chicago,1714000,17031839700,1714000-17031839700,"4,326",15.3,18.9,21.3,27.7,70.6,4.9,8.5,5,66.6,70.9,54.5,5.2,33.3,25.8,15.7,60,9.1,35.5,2.7,24.7,76,11.3,27.9,83.8,11.2,33.6,2.5,12.8,"(41.83307982400, -87.6523571405)"
IL,Chicago,1714000,17031839800,1714000-17031839800,"2,730",13.6,19.6,20.4,27.3,73.2,5.3,8.3,5.3,67.3,74.3,55.6,5.2,33.6,26.6,16.1,60.5,9.4,35.3,2.7,25,74.1,11,24.7,81,10.9,34.1,2.6,12.8,"(41.83506741570, -87.6431623535)"
IL,Chicago,1714000,17031839900,1714000-17031839900,"4,080",13.9,18.6,23.9,25.6,69.3,4.9,8.8,4.5,65.8,72.7,57.4,5.2,35,27.9,17.2,62.3,7.9,33.6,2.4,22.9,75.5,11.6,27.2,83.2,10.7,33.3,2.2,12.4,"(41.82712292310, -87.6487068458)"
IL,Chicago,1714000,17031840000,1714000-17031840000,"2,695",12.3,18.4,20.9,26.7,72,4.9,8.1,4.6,67.5,75.3,57.1,4.6,34.3,28.5,15.1,63.5,8.9,35,2.4,23.4,74.9,10.3,24.6,81.6,10,34,2.2,10.7,"(41.83116645490, -87.6382989233)"
IL,Chicago,1714000,17031840100,1714000-17031840100,"2,935",18.5,21.2,14.4,32.7,75.5,4.5,8.4,6.3,66.6,67.8,43.1,6.6,26.8,20.9,20.7,45.7,13.4,41.3,3.2,36.2,72.2,12.9,23.6,73.6,13.9,39.3,3.3,20.5,"(41.84186808400, -87.6392003002)"
IL,Chicago,1714000,17031840200,1714000-17031840200,"2,338",17.5,18.5,15.8,29.3,73.8,4.3,8,5.2,67,70.6,48,5.1,29.5,23.7,17.7,52.3,11.5,38.2,2.7,31.5,72,11.4,21.9,74.7,11.6,37.9,2.6,15.7,"(41.84457482920, -87.6491914727)"
IL,Chicago,1714000,17031840300,1714000-17031840300,"3,950",23.1,18.8,19.9,29.5,70.2,4.3,8.7,5.3,65.6,67.9,49.2,5.4,29.4,23.2,17.6,52.2,11.1,37.4,3,31,75.3,12.5,30.9,82.3,13.2,35.9,2.7,16.1,"(41.83209440360, -87.6818820146)"
IL,Chicago,1714000,17031840400,1714000-17031840400,"3,326",21.7,20.1,17.6,30.3,72.6,4.5,8.5,6,66.3,69.9,47.5,5.9,27.8,21.6,18.1,50,12.4,38.4,3.2,32.6,74,12.4,28.9,79.9,13.6,36.5,3,17,"(41.83384783430, -87.6676795275)"
IL,Chicago,1714000,17031840700,1714000-17031840700,"4,249",34.9,17.7,20.3,29.4,64,3.2,9.8,5.7,61.7,58.4,41,6.2,21.5,16.8,22.1,39.4,12.4,36.4,3.5,37.7,75.5,16,38.8,84.3,16.8,37.6,3.1,22.3,"(41.85293022830, -87.6942664335)"
IL,Chicago,1714000,17031840800,1714000-17031840800,"3,716",37.7,17.9,19.6,28.3,64.3,3.2,9.6,5.5,61.6,58.6,38.6,6,21.2,15.5,21,38.6,12.6,36.6,3.6,39.5,76.2,15.9,39,84.3,17.1,37.3,3,22.8,"(41.84083297260, -87.7073710065)"
IL,Chicago,1714000,17031841000,1714000-17031841000,849,9.2,19.7,19.4,31.9,76.4,5.4,9.1,4.2,73.5,80,67.2,4,32.7,27,12.5,67,10,32.1,2.8,20,81.7,9,29.2,87.4,8.8,35.4,2.8,9.6,"(41.84844846230, -87.6173868638)"
IL,Chicago,1714000,17031841100,1714000-17031841100,"7,254",19.1,23.4,9.7,38.6,80.7,4.8,8,7.6,69.9,69.2,39.7,6.6,23.5,18.7,19.2,41.8,17.7,46,3.9,41.7,70,12.1,19.6,69.4,14.5,40.9,4.1,21.2,"(41.85100584770, -87.6350977762)"
IL,Chicago,1714000,17031841200,1714000-17031841200,"5,262",31.2,17.8,20.3,29.5,65.2,3.5,9.6,5.4,62.7,59,43.8,5.9,24.3,17.5,20.1,43.7,11.5,36.8,3.4,35.1,76.2,15,36.9,84.9,15.5,36.1,2.9,20.6,"(41.85556187490, -87.6833419640)"
IL,Chicago,1714000,17031841300,1714000-17031841300,"4,463",26.7,17.2,22.4,27.4,66.3,3.9,8.9,5,63.8,64.7,49.3,5.1,27.6,21.3,17.2,52.2,10.1,35.2,2.9,30,77,12.8,33.4,85,13.2,34.4,2.5,16.1,"(41.84408348290, -87.6830309454)"
IL,Chicago,1714000,17031841400,1714000-17031841400,"1,559",21.2,26.8,15.3,45.8,75.9,4.6,13.4,7.3,75.5,66.6,47.5,9.2,20.7,15.9,27.2,36.8,17.7,37.7,4.7,38.9,81.3,17.4,47.7,87.1,18.7,46.1,6.4,33.5,"(41.85330986960, -87.7144106080)"
IL,Chicago,1714000,17031841500,1714000-17031841500,"2,962",22.3,27,14.2,45.6,75,4.3,14.7,7.2,75.4,63.5,45.9,10,19.4,15.4,29.4,34.1,17.9,38,4.8,40.9,81.1,19.4,48.8,86.8,20,47,6.6,36.6,"(41.86162253530, -87.7079132076)"
IL,Chicago,1714000,17031841600,1714000-17031841600,"1,166",22.6,27.8,15,45.9,76.9,4.6,13.5,7.5,75.2,68.5,45.5,9.7,20,16.1,28.9,35.6,18.5,38.3,4.7,41,80.8,17.7,47.9,86.5,19.5,46.3,6.5,34.4,"(41.85537715570, -87.7076032272)"
IL,Chicago,1714000,17031841700,1714000-17031841700,"1,442",28,34.1,12.9,50.6,82.3,6.6,12.3,12.6,75.2,72.7,48.4,11.8,19.9,16.3,24.2,36.2,24.3,46.4,6.3,44.4,77.1,15.8,45.2,85.1,22.2,40.8,8.4,31.3,"(41.85313012800, -87.7041817820)"
IL,Chicago,1714000,17031841800,1714000-17031841800,"2,505",15.6,27.1,16.1,45.4,78.4,5.6,12.6,6.7,78.3,74.9,56.1,7.5,23.6,19.9,21.6,48.7,16.1,36.6,4.2,32.3,81.7,14,43.6,88,15.4,43.8,5.4,23,"(41.76630655170, -87.5994212570)"
IL,Chicago,1714000,17031841900,1714000-17031841900,"4,865",9,8.8,29,14.8,54.9,2.3,8.5,1.7,64.2,66.3,62.7,2.4,35.6,31.4,12.9,70.9,3.6,20.7,1.2,14.6,79.4,10.2,21.2,83.3,5.9,32.8,0.9,7,"(41.86789230930, -87.6429687254)"
IL,Chicago,1714000,17031842000,1714000-17031842000,"2,744",11.5,15.6,25.6,27,75.1,4,8.9,4.3,68.3,62.2,64.9,4,30,23,13.9,63.8,8.6,29.7,2.3,20.3,81.5,10.7,24.3,79.2,8.3,34.2,2.7,14.8,"(41.83495997180, -87.6251703505)"
IL,Chicago,1714000,17031842100,1714000-17031842100,"6,731",24.7,24.2,17.2,39.5,74.6,4.4,11.9,6.6,71.5,68.2,48.7,7.9,21.9,18.2,23.6,41.7,15.8,37.5,4.1,37,79.5,15.7,43.1,86,17.2,42,4.9,26.8,"(41.89527865890, -87.7336103395)"
IL,Chicago,1714000,17031842200,1714000-17031842200,"2,603",8.1,15.1,25.4,24.4,69.4,4.3,8.8,3.2,68.3,76.1,67.4,3.3,33,28.3,12.9,69.8,6.7,27.5,2.1,16.3,82.1,9.3,27,88.7,7.4,32.9,1.9,8.4,"(41.90493388170, -87.6498857350)"
IL,Chicago,1714000,17031842300,1714000-17031842300,"3,244",7.4,14.1,28.5,22.2,66.4,4.2,8.2,3,66.2,77.5,66.4,3.1,39.1,31.4,12.1,73.2,5.6,27.7,1.8,14.1,81.4,8.8,25.8,88.4,7,31.1,1.6,6.5,"(41.90220091800, -87.6560663403)"
IL,Chicago,1714000,17031842400,1714000-17031842400,"3,304",13.1,29.3,15.2,47.8,81.8,6.9,11.5,7.6,80.7,80.3,60.8,7,26.6,22.1,17.1,55.4,17.1,38.1,4.4,29.5,81.8,11.5,40.7,88.7,14.2,40.9,5.7,18.6,"(41.74247518240, -87.6300403558)"
